model,origin,child_asin,colour,size,y_units,pred,lo,hi
naive_family,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,180.5655172413793,25.082588086635354,1262.9097370870688
naive_family,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,82.74922600619195,10.997634340136702,583.6096536858037
naive_family,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,189.93796159527326,26.432148778778156,1327.9992509213077
naive_family,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,211.81724137931033,29.58259475638873,1479.9462241211008
naive_family,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,97.07120743034055,13.059946797355973,683.0681451691968
naive_family,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,211.81724137931033,29.58259475638873,1479.9462241211008
naive_family,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,189.93796159527326,26.432148778778156,1327.9992509213077
naive_family,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,189.93796159527326,26.432148778778156,1327.9992509213077
naive_family,2023-01-01,B0BP77N52P,White/Blue,King,7.0,211.81724137931033,29.58259475638873,1479.9462241211008
naive_family,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,97.07120743034055,13.059946797355973,683.0681451691968
naive_family,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,97.07120743034055,13.059946797355973,683.0681451691968
size_ratio,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,58.148907841232145,12.54523152345481,257.28966398635845
size_ratio,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,92.45676346755911,20.47812573593525,405.65404166146953
size_ratio,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,146.7088607594937,33.022251641573675,640.2834687345323
size_ratio,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,131.95329087048833,29.610502792672413,576.4677297206671
size_ratio,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,100.85612529500108,22.420238401288092,441.97884941855915
size_ratio,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,67.23741686333406,14.646780584467443,296.59125431865414
size_ratio,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,178.9848101265823,40.48499250643793,779.8735139888153
size_ratio,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,118.3119931345205,26.456381918810322,517.4715068367861
size_ratio,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,78.87466208968033,17.33762510751005,346.9164617302457
size_ratio,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,118.3119931345205,26.456381918810322,517.4715068367861
size_ratio,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,178.9848101265823,40.48499250643793,779.8735139888153
size_ratio,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,178.9848101265823,40.48499250643793,779.8735139888153
size_ratio,2023-01-01,B0BP77N52P,White/Blue,King,7.0,118.3119931345205,26.456381918810322,517.4715068367861
size_ratio,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,78.87466208968033,17.33762510751005,346.9164617302457
size_ratio,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,78.87466208968033,17.33762510751005,346.9164617302457
ridge,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,63.05147895832195,35.532386862415,111.30013445875234
ridge,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,127.31224506766284,73.05531669885801,221.32073223390668
ridge,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,26.366359561816754,14.126202343360696,48.51127974268834
ridge,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,163.93481830648724,94.4425051664448,284.0249398038436
ridge,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,20.064255977218316,10.454856578514244,37.73491360040478
ridge,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,11.526610374351637,5.493522369433824,23.16499990967086
ridge,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,31.76153087519925,17.271840856743065,57.7416404127959
ridge,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,22.797137869838597,12.046375745017018,42.406979981578594
ridge,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,13.151815969317822,6.43599303810866,25.933039636139632
ridge,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,21.01372467932535,11.0076733128532,39.357866310237654
ridge,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,28.265819412673064,15.233470816756956,51.76063237265835
ridge,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,26.549621946297506,14.233021624914434,48.8247614998827
ridge,2023-01-01,B0BP77N52P,White/Blue,King,7.0,19.011340563278406,9.841976637659643,35.9354929015927
ridge,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,11.422886640096804,5.433421266168201,22.988497890581137
ridge,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,10.694387421394836,5.011498536683096,21.7495184981174
lasso,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,40.841941150147626,18.824877097764958,87.31066294024069
lasso,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,57.66593668137728,27.01648682239151,121.84524282154742
lasso,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,60.54700660179717,28.419349386528367,127.7599522298162
lasso,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,76.38561546354667,36.13174820158523,160.27798368556884
lasso,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,45.65870744324837,21.17007116642163,97.19702264068225
lasso,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,32.27809971884555,14.655612973261999,69.73705276112766
lasso,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,59.21870495925927,27.77256546573811,125.03298900435013
lasso,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,44.65172365707423,20.679781749738943,95.13011315886362
lasso,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,31.559894935905046,14.3059840159137,68.26354797802848
lasso,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,44.65172365707423,20.679781749738943,95.13011315886362
lasso,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,59.21870495925927,27.77256546573811,125.03298900435013
lasso,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,59.21870495925927,27.77256546573811,125.03298900435013
lasso,2023-01-01,B0BP77N52P,White/Blue,King,7.0,44.65172365707423,20.679781749738943,95.13011315886362
lasso,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,31.559894935905046,14.3059840159137,68.26354797802848
lasso,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,31.559894935905046,14.3059840159137,68.26354797802848
elasticnet,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,52.524193906635126,27.194102562004925,100.61129715175986
elasticnet,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,86.37566736332536,45.470961270985484,163.28554603524296
elasticnet,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,47.64087310573055,24.557935963128763,91.57142438657822
elasticnet,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,116.574762987156,61.777600331337794,219.2031428172515
elasticnet,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,35.13276779618521,17.806760547689194,68.42061634178971
elasticnet,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,22.990574295287626,11.256261944574373,45.95947733660344
elasticnet,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,46.359755965598765,23.866379999856786,89.19996015238188
elasticnet,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,34.14804417490293,17.275360691683936,66.59839273011339
elasticnet,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,22.336760966346038,10.903718286433032,44.750781335364046
elasticnet,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,33.23230403786688,16.78120541507982,64.90389191202628
elasticnet,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,45.12585432367191,23.200325082095656,86.91594451194707
elasticnet,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,43.924100509175894,22.551637461225692,84.69148577805534
elasticnet,2023-01-01,B0BP77N52P,White/Blue,King,7.0,32.34042241183094,16.299942828334462,63.25360925347843
elasticnet,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,21.728749647737356,10.575896585310364,43.626872462308754
elasticnet,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,21.136579334831627,10.256640799143016,42.53236044314403
poisson_glm,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,85.72917066605602,31.530268542946068,230.22923299853773
poisson_glm,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,90.8729209060194,33.478645243071654,243.8075768725223
poisson_glm,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,37.0229903657264,13.080673578296041,101.67603948866483
poisson_glm,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,85.72917066605602,31.530268542946068,230.22923299853773
poisson_glm,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,38.503909980355466,13.641662577898357,105.58344948419298
poisson_glm,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,38.503909980355466,13.641662577898357,105.58344948419298
poisson_glm,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP77N52P,White/Blue,King,7.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,45.16804824618622,16.16607484160024,123.1686698054428
poisson_glm,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,45.16804824618622,16.16607484160024,123.1686698054428
negbin_glm,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,59.0598278998501,10.98938230235418,107.13027349734602
negbin_glm,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,62.60341757384112,11.709320949520759,113.49751419816148
negbin_glm,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,40.21901372931022,7.163318950302369,73.27470850831807
negbin_glm,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,59.0598278998501,10.98938230235418,107.13027349734602
negbin_glm,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,41.82777427848264,7.4898436786392395,76.16570487832604
negbin_glm,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,41.82777427848264,7.4898436786392395,76.16570487832604
negbin_glm,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP77N52P,White/Blue,King,7.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,49.06719674975848,8.959679448404508,89.17471405111246
negbin_glm,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,49.06719674975848,8.959679448404508,89.17471405111246
random_forest,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,23.586590365247233,6.373198216353075,119.64289762863383
random_forest,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,32.82802418843685,10.087293962480814,141.79936843230064
random_forest,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,48.75508991826381,24.414727588047647,138.7033977646297
random_forest,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,35.612947331790494,9.203380335029804,133.7242858804943
random_forest,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,55.250908838218024,25.950033659961818,151.01568785744666
random_forest,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,43.73451082301852,17.982162399051735,117.23884502961899
random_forest,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,48.777148318816316,24.41565047185329,136.63872226220187
random_forest,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,55.05815462732922,27.485794117019854,148.21873889875806
random_forest,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,43.441874258779,19.030713618564725,101.17816119649332
random_forest,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,55.05815462732922,27.485794117019854,148.21873889875806
random_forest,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,48.777148318816316,24.41565047185329,136.63872226220187
random_forest,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,48.777148318816316,24.41565047185329,136.63872226220187
random_forest,2023-01-01,B0BP77N52P,White/Blue,King,7.0,55.05815462732922,27.485794117019854,148.21873889875806
random_forest,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,43.26984358330251,19.02395400858428,101.20463063744242
random_forest,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,43.26193643857673,19.02364234389951,101.2058510614008
xgboost,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,17.195175170898438,13.048468589782715,93.84986114501953
xgboost,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,32.905521392822266,17.59323501586914,110.54183959960938
xgboost,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,55.106048583984375,25.19188690185547,64.94428253173828
xgboost,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,40.22028350830078,22.654247283935547,93.42951202392578
xgboost,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,70.27677917480469,25.737525939941406,78.65990447998047
xgboost,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,42.98375701904297,25.048389434814453,59.437232971191406
xgboost,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,55.497039794921875,25.07143783569336,65.01055908203125
xgboost,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,70.77342224121094,25.61260414123535,79.18611907958984
xgboost,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,46.6371955871582,25.094226837158203,61.257057189941406
xgboost,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,70.77342224121094,25.61260414123535,79.18611907958984
xgboost,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,55.497039794921875,25.07143783569336,65.01055908203125
xgboost,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,55.497039794921875,25.07143783569336,65.01055908203125
xgboost,2023-01-01,B0BP77N52P,White/Blue,King,7.0,70.77342224121094,25.61260414123535,79.18611907958984
xgboost,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,43.29022979736328,24.930908203125,59.494964599609375
xgboost,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,43.29022979736328,24.930908203125,59.494964599609375
lightgbm,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,42.998358579767235,21.090671446817677,66.4519947373957
lightgbm,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,75.75710424819378,48.070786808777406,113.69007523563921
lightgbm,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,70.88205887817861,44.97844808728657,79.30120722454825
lightgbm,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,65.95200609854017,46.60685107886106,90.12343866977832
lightgbm,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,81.30127171042541,47.50775783306992,90.31799349333662
lightgbm,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,55.16043766031556,36.43061441561169,62.58744497553449
lightgbm,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,71.73582104382677,44.330675822302204,80.52101237881104
lightgbm,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,82.27878561400145,46.821313345865974,91.34955105105259
lightgbm,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,55.23760216721865,35.878725266370964,62.66980252560638
lightgbm,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,82.27878561400145,46.821313345865974,91.34955105105259
lightgbm,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,71.73582104382677,44.330675822302204,80.52101237881104
lightgbm,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,71.73582104382677,44.330675822302204,80.52101237881104
lightgbm,2023-01-01,B0BP77N52P,White/Blue,King,7.0,82.27878561400145,46.821313345865974,91.34955105105259
lightgbm,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,55.23760216721865,35.878725266370964,62.66980252560638
lightgbm,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,55.23760216721865,35.878725266370964,62.66980252560638
gompertz,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,43.585774825823414,22.41249953994958,83.90726560088214
gompertz,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,85.21092716297048,44.929306981271516,160.8209472511673
gompertz,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,23.378981476765883,11.488044122283831,46.59229964474222
gompertz,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,92.8652056900146,49.07035188307202,174.96594607132172
gompertz,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,18.792341512763354,9.010648845459615,38.132007186080656
gompertz,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,9.145040528178889,3.8103286083685464,20.396011727626814
gompertz,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,45.23355320359826,23.303671856581335,86.95137847662775
gompertz,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,32.88686067536602,16.62706672180071,64.14523060217705
gompertz,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,17.506868931733475,8.316667003164364,35.76252435984153
gompertz,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,30.513274800167462,15.34385145782187,59.762084823990286
gompertz,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,41.07823891493616,21.056399431754755,79.27503290647395
gompertz,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,38.90401975033095,19.880624524634957,75.25877235406305
gompertz,2023-01-01,B0BP77N52P,White/Blue,King,7.0,27.779271732717838,13.865990498377293,54.714180737302335
gompertz,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,14.814382663986066,6.863808438999809,30.80325423527133
gompertz,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,13.595083127443402,6.206298026113074,28.55976157592802
logistic,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,40.925347870392294,21.237448092686336,78.043907678935
logistic,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,83.13375249941592,44.35729039166363,155.06065195935832
logistic,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,21.610253017631116,10.665198943336474,42.82467405867293
logistic,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,90.18168435197805,48.21842278794442,167.92251092816852
logistic,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,17.67489519005958,8.513598631785595,35.65823247940131
logistic,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,8.91740271121764,3.736354769253085,19.765943711597735
logistic,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,43.92997985328011,22.882847867235704,83.52522499988649
logistic,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,31.95095886189587,16.32378200199216,61.67486451823836
logistic,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,17.204667216743324,8.256627871604191,34.80244480703482
logistic,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,29.654402903378287,15.06667975834825,57.48703226155876
logistic,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,39.80059068230522,20.62153909005871,75.99212313661856
logistic,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,37.68218863136044,19.46157136448529,72.12789866712126
logistic,2023-01-01,B0BP77N52P,White/Blue,King,7.0,27.0130892556664,13.621090343449117,52.67131665372187
logistic,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,14.686733369296922,6.881226581979268,30.222754635943396
logistic,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,13.572021440420686,6.272727300396895,28.19727360717786
bass,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,40.362916378441945,21.024831133507618,76.6800893936075
bass,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,83.22545071862035,44.610397248351454,154.53310158926877
bass,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,21.165828595019633,10.469665560299989,41.83681635883195
bass,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,90.03332989005924,48.35711684183369,166.90014654681914
bass,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,17.431505431227087,8.418893218793642,35.06797365358227
bass,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,8.897348678521302,3.7430674528285794,19.65277625470186
bass,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,43.406681901528394,22.699257198238865,82.20739257811293
bass,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,31.57128440094899,16.18934294884247,60.71780798631073
bass,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,17.06782544895429,8.219264186094597,34.409150867621186
bass,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,29.303535096104607,14.942380464173834,56.601450510134505
bass,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,39.29241845591082,20.435964798476295,74.73622182574323
bass,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,37.19543757600727,19.282500506915575,70.92857957159873
bass,2023-01-01,B0BP77N52P,White/Blue,King,7.0,26.697091717406906,13.509419308409095,51.871095203503586
bass,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,14.611222660514422,6.871388436748209,29.961535555579744
bass,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,13.531722280698725,6.27949301379138,28.009019178022612
hier_bayes,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,34.93004831498682,5.0,78.10000000000002
hier_bayes,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,51.04292706558817,8.0,125.0
hier_bayes,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,84.0263559260673,15.0,163.10000000000002
hier_bayes,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,68.43151915889212,12.0,155.10000000000002
hier_bayes,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,70.25516450271162,13.0,137.0
hier_bayes,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,50.216981042949584,9.0,102.0
hier_bayes,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,102.5121542298021,19.0,200.20000000000005
hier_bayes,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,82.41471220510402,16.0,171.10000000000002
hier_bayes,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,58.90838160807547,9.900000000000006,137.0
hier_bayes,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,82.41471220510402,14.0,176.20000000000005
hier_bayes,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,102.5121542298021,19.0,204.10000000000002
hier_bayes,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,102.5121542298021,20.0,207.0
hier_bayes,2023-01-01,B0BP77N52P,White/Blue,King,7.0,82.41471220510402,15.0,174.0
hier_bayes,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,58.90838160807547,10.0,118.10000000000002
hier_bayes,2023-01-01,B0BP79YY1H,White/Blue,Oversized King,2.0,58.90838160807547,10.0,126.0
knn_lookalike,2023-01-01,B0B7B9W8ZH,Textured - Cream Boho Tufted,Oversized King,43.0,32.58343708473517,8.6537771034382,64.15364387752558
knn_lookalike,2023-01-01,B0BJDKYW2W,Textured - Cream Boho Tufted,King,22.0,64.80773034369898,14.15320187469624,128.348903308267
knn_lookalike,2023-01-01,B0BJDMVDWF,Textured - White Seersucker,Queen,5.0,42.09117455621567,19.690601341891153,92.70929645473025
knn_lookalike,2023-01-01,B0BJDMYTZG,Textured - Cream Boho Tufted,Queen,24.0,67.82097911369547,48.8255722006125,89.71422054897079
knn_lookalike,2023-01-01,B0BJDNDPJH,Textured - White Seersucker,King,12.0,45.48068776605737,28.316154951485686,69.89080232210982
knn_lookalike,2023-01-01,B0BJDPLCHT,Textured - White Seersucker,Oversized King,11.0,31.028555634825413,11.470542537221993,65.75935386046241
knn_lookalike,2023-01-01,B0BP769CCH,White/Blue,Queen,3.0,47.61219712403806,24.284152939741492,112.2025708417371
knn_lookalike,2023-01-01,B0BP76HL54,White/Ivory,King,12.0,52.76570424337477,33.6310576881067,81.22929438638927
knn_lookalike,2023-01-01,B0BP76K7VY,White/Ivory,Oversized King,5.0,36.23381455361619,13.675499954965577,76.26477456983241
knn_lookalike,2023-01-01,B0BP76KJ65,White/Gray,King,4.0,53.00594297722163,33.64323832883332,81.2069944441359
knn_lookalike,2023-01-01,B0BP76Z81S,White/Ivory,Queen,15.0,49.07643580216709,24.34601784316192,111.98909335810322
knn_lookalike,2023-01-01,B0BP77GWF1,White/Gray,Queen,13.0,50.34468286253074,24.397406043224724,111.81176787901327
knn_lookalike,2023-01-01,B0BP77N52P,White/Blue,King,7.0,53.204643179435976,33.65325047440692,81.18866451608578
knn_lookalike,2023-01-01,B0BP77RMF9,White/Gray,Oversized King,6.0,36.238900004453235,13.675691127947514,76.26401220928248
